conference,title,abstract
USENIX Security '11,Differential Privacy Under Fire,No Abstract
USENIX Security '11,Outsourcing the Decryption of ABE Ciphertexts,No Abstract
USENIX Security '11,Faster Secure Two-Party Computation Using Garbled Circuits,No Abstract
USENIX Security '11,Telex: Anticensorship in the Network Infrastructure,No Abstract
USENIX Security '11,PIR-Tor: Scalable Anonymous Communication Using Private Information Retrieval,No Abstract
USENIX Security '11,The Phantom Tollbooth: Privacy-Preserving Electronic Toll Collection in the Presence of Driver Collusion,No Abstract
USENIX Security '11,Detecting Malware Domains at the Upper DNS Hierarchy,No Abstract
USENIX Security '11,BOTMAGNIFIER: Locating Spambots on the Internet,No Abstract
USENIX Security '11,JACKSTRAWS: Picking Command and Control Connections from Bot Traffic,No Abstract
USENIX Security '11,SMS of Death: From Analyzing to Attacking Mobile Phones on a Large Scale,No Abstract
USENIX Security '11,Q: Exploit Hardening Made Easy,No Abstract
USENIX Security '11,Cloaking Malware with the Trusted Platform Module,No Abstract
USENIX Security '11,Secure In-Band Wireless Pairing,No Abstract
USENIX Security '11,TRESOR Runs Encryption Securely Outside RAM,No Abstract
USENIX Security '11,Bubble Trouble: Off-Line De-Anonymization of Bubble Forms,No Abstract
USENIX Security '11,Measuring and Analyzing Search-Redirection Attacks in the Illicit Online Prescription Drug Trade,No Abstract
USENIX Security '11,deSEO: Combating Search-Result Poisoning,No Abstract
USENIX Security '11,Measuring Pay-per-Install: The Commoditization of Malware Distribution,No Abstract
USENIX Security '11,Dirty Jobs: The Role of Freelance Labor in Web Service Abuse,No Abstract
USENIX Security '11,Show Me the Money: Characterizing Spam-advertised Revenue,No Abstract
USENIX Security '11,MACE: Model-inference-Assisted Concolic Exploration for Protocol and Vulnerability Discovery,No Abstract
USENIX Security '11,Static Detection of Access Control Vulnerabilities in Web Applications,No Abstract
USENIX Security '11,ADsafety: Type-Based Verification of JavaScript Sandboxing,No Abstract
USENIX Security '11,Forensic Triage for Mobile Phones with DEC0DE,No Abstract
USENIX Security '11,mCarve: Carving Attributed Dump Sets,No Abstract
USENIX Security '11,SHELLOS: Enabling Fast Detection and Forensic Analysis of Code Injection Attacks,No Abstract
USENIX Security '11,Why (Special Agent) Johnny (Still) Can't Encrypt: A Security Analysis of the APCO Project 25 Two-Way Radio System,No Abstract
USENIX Security '11,Dark Clouds on the Horizon: Using Cloud Storage as Attack Vector and Online Slack Space,No Abstract
USENIX Security '11,Comprehensive Experimental Analyses of Automotive Attack Surfaces,No Abstract
USENIX Security '11,Fast and Precise Sanitizer Analysis with BEK,No Abstract
USENIX Security '11,Toward Secure Embedded Web Interfaces,No Abstract
USENIX Security '11,ZOZZLE: Fast and Precise In-Browser JavaScript Malware Detection,No Abstract
